timestep,episode,reward,decision,elapsed_time
134,134,0.9433333333333334,discard,0.303269
135,135,0.9433333333333334,discard,0.303828
136,136,0.76,log_and_continue,0.304379
137,137,0.76,discard,0.304946
138,138,0.9433333333333334,discard,0.305519
139,139,0.76,discard,0.307688
140,140,0.76,discard,0.308265
141,141,0.76,discard,0.308824
142,142,0.76,log_and_continue,0.309393
143,143,0.9433333333333334,discard,0.309972
144,144,0.76,discard,0.310521
145,145,0.76,request_rescan,0.311098
146,146,0.6633333333333333,log_and_continue,0.311645
147,147,0.9433333333333334,request_rescan,0.312211
148,148,0.9433333333333334,request_rescan,0.312765
149,149,0.9433333333333334,discard,0.313338
150,150,0.76,discard,0.313919
151,151,0.76,discard,0.314473
152,152,0.6633333333333333,log_and_continue,0.315039
153,153,0.76,request_rescan,0.315594
154,154,0.76,request_rescan,0.316152
155,155,0.76,request_rescan,0.316708
156,156,0.76,log_and_continue,0.317277
157,157,0.76,request_rescan,0.317827
158,158,0.9433333333333334,discard,0.318392
159,159,0.76,discard,0.319042
160,160,0.76,log_and_continue,0.319631
161,161,0.9433333333333334,discard,0.3202
162,162,0.76,request_rescan,0.320736
163,163,0.6633333333333333,log_and_continue,0.321265
164,164,0.76,log_and_continue,0.321793
165,165,0.9433333333333334,request_rescan,0.322332
166,166,0.9433333333333334,discard,0.322869
167,167,0.6633333333333333,log_and_continue,0.323407
168,168,0.9433333333333334,request_rescan,0.323937
169,169,0.9433333333333334,discard,0.324474
170,170,0.76,request_rescan,0.325005
171,171,0.76,log_and_continue,0.32553
172,172,0.76,discard,0.326068
173,173,0.6633333333333333,log_and_continue,0.326596
174,174,0.9433333333333334,request_rescan,0.32716
175,175,0.9433333333333334,request_rescan,0.32769
176,176,0.76,log_and_continue,0.328244
177,177,0.9433333333333334,request_rescan,0.328789
178,178,0.76,discard,0.329399
179,179,0.9433333333333334,discard,0.329962
180,180,0.76,log_and_continue,0.330554
181,181,0.9433333333333334,request_rescan,0.33111
182,182,0.76,discard,0.331653
183,183,0.6633333333333333,log_and_continue,0.332207
184,184,0.9433333333333334,request_rescan,0.33278
185,185,0.76,discard,0.333342
186,186,0.76,request_rescan,0.333907
187,187,0.76,request_rescan,0.334825
188,188,0.76,request_rescan,0.335833
189,189,0.9433333333333334,discard,0.336428
190,190,0.76,log_and_continue,0.336961
191,191,0.6633333333333333,log_and_continue,0.337489
192,192,0.76,discard,0.33806
193,193,0.76,request_rescan,0.338641
194,194,0.9433333333333334,discard,0.339188
195,195,0.76,request_rescan,0.339722
196,196,0.9433333333333334,request_rescan,0.340276
197,197,0.76,request_rescan,0.340802
198,198,0.6633333333333333,log_and_continue,0.341338
199,199,0.9433333333333334,request_rescan,0.341872
